BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_900292015.1_MB901379_genomic_NZ_LR130759.1.region015	NZ_LR130759.1	Mycobacterium basiliense isolate 901379 chromosome I, complete sequence	NRP-siderophore.NRPS	Others	Mycobacterium basiliense	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900417275.1_PRJEB26812_genomic_NZ_UEGW01000001.1.region007	NZ_UEGW01000001.1	Mycobacterium shimoidei strain P7336, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycobacterium shimoidei	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900445005.1_58901_F01_genomic_NZ_UAPP01000006.1.region001	NZ_UAPP01000006.1	Actinomadura madurae strain NCTC11373, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Actinomadura madurae	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
GCF_900445265.1_51765_E01_genomic_NZ_UFTA01000002.1.region002	NZ_UFTA01000002.1	Anaerococcus octavius strain NCTC9810, whole genome shotgun sequence	NRP-siderophore.RRE-containing.NRPS	Others	Anaerococcus octavius	Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus
GCF_900445995.1_48290_B02_genomic_NZ_UIGE01000001.1.region004	NZ_UIGE01000001.1	Brevundimonas diminuta strain NCTC8545, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Brevundimonas diminuta	Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
GCF_900451195.1_48853_F02_genomic_NZ_UGHR01000003.1.region001	NZ_UGHR01000003.1	Iodobacter fluviatilis strain NCTC11159, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Iodobacter fluviatilis	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Iodobacter
GCF_900452265.1_54949_C01_genomic_NZ_UGNM01000002.1.region001	NZ_UGNM01000002.1	Kluyvera ascorbata strain NCTC9737, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Kluyvera ascorbata	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera
GCF_900452415.1_51485_D01_genomic_NZ_UGNX01000001.1.region008	NZ_UGNX01000001.1	Legionella cincinnatiensis strain NCTC12438, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS	Others	Legionella cincinnatiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
GCF_900453395.1_53750_B01_genomic_NZ_UATA01000017.1.region001	NZ_UATA01000017.1	Mycobacterium xenopi strain NCTC10042, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycobacterium xenopi	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900453455.1_52223_C01_genomic_NZ_UATB01000009.1.region004	NZ_UATB01000009.1	Mycolicibacterium chubuense strain NCTC10819, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycolicibacterium chubuense	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900453675.1_52601_G01_genomic_NZ_UGQI01000001.1.region011	NZ_UGQI01000001.1	Mycolicibacterium phlei strain NCTC8156, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycolicibacterium phlei	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900455725.1_50477_H01_genomic_NZ_UGVI01000001.1.region012	NZ_UGVI01000001.1	Rhodococcus gordoniae strain NCTC13296, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Rhodococcus gordoniae	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GCF_900460155.1_52700_E01_genomic_NZ_UHII01000001.1.region014	NZ_UHII01000001.1	Tsukamurella pulmonis strain NCTC13230, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Tsukamurella pulmonis	Bacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
GCF_900460255.1_34500_B01_genomic_NZ_UHIE01000003.1.region002	NZ_UHIE01000003.1	Vibrio cincinnatiensis strain NCTC12012, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Vibrio cincinnatiensis	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
GCF_900460525.1_28863_B01_genomic_NZ_UHIY01000001.1.region002	NZ_UHIY01000001.1	Yersinia kristensenii strain NCTC11471, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Yersinia kristensenii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GCF_900465055.1_MORIYA_PRJEB24680v2_genomic_NZ_LS483250.1.region001	NZ_LS483250.1	Moritella yayanosii strain DB21MT 5 chromosome MORIYA	NRP-siderophore.arylpolyene.NRPS	Others	Moritella yayanosii	Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella
GCF_900475405.1_44087_C01_genomic_NZ_LS483377.1.region003	NZ_LS483377.1	Stenotrophomonas maltophilia strain NCTC10258 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Stenotrophomonas maltophilia	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group
GCF_900478115.1_50618_D02_genomic_NZ_LS483468.1.region005	NZ_LS483468.1	Rhodococcus coprophilus strain NCTC10994 chromosome 1, complete sequence	NRP-siderophore.NRPS.RiPP-like	Others	Rhodococcus coprophilus	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
GCF_900497695.1_PWADCCOS864_genomic_NZ_UIDD01000006.1.region001	NZ_UIDD01000006.1	Pseudomonas wadenswilerensis strain CCOS 864, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas wadenswilerensis	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_900497695.1_PWADCCOS864_genomic_NZ_UIDD01000007.1.region001	NZ_UIDD01000007.1	Pseudomonas wadenswilerensis strain CCOS 864, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas wadenswilerensis	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_900497695.1_PWADCCOS864_genomic_NZ_UIDD01000010.1.region001	NZ_UIDD01000010.1	Pseudomonas wadenswilerensis strain CCOS 864, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pseudomonas wadenswilerensis	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_900537165.1_ASM90053716v1_genomic_NZ_UNRK01000005.1.region001	NZ_UNRK01000005.1	Enterovibrio norvegicus isolate Alg239-V16, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Enterovibrio norvegicus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio
GCF_900560965.1_PPRCHA0_genomic_NZ_LS999205.1.region006	NZ_LS999205.1	Pseudomonas protegens CHA0 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Pseudomonas protegens CHA0	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_900560965.1_PPRCHA0_genomic_NZ_LS999205.1.region009	NZ_LS999205.1	Pseudomonas protegens CHA0 chromosome 1, complete sequence	NRP-siderophore.NRPS.ranthipeptide	Others	Pseudomonas protegens CHA0	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
GCF_900566065.1_LAUMK136_genomic_NZ_UPHP01000111.1.region001	NZ_UPHP01000111.1	Mycobacterium attenuatum strain MK136 isolate MK136, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycobacterium attenuatum	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900566075.1_MK142_genomic_NZ_UPHU01000001.1.region012	NZ_UPHU01000001.1	Mycobacterium pseudokansasii strain MK142, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycobacterium pseudokansasii	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900566075.1_MK142_genomic_NZ_UPHU01000001.1.region013	NZ_UPHU01000001.1	Mycobacterium pseudokansasii strain MK142, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Mycobacterium pseudokansasii	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
GCF_900603025.1_MHAS_genomic_NZ_LR026975.1.region005	NZ_LR026975.1	Mycolicibacterium hassiacum DSM 44199 isolate Mhassiacum chromosome 1, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycolicibacterium hassiacum DSM 44199	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900604315.1_PRJEB25870_genomic_NZ_LR026978.1.region001	NZ_LR026978.1	[Erwinia] mediterraneensis strain Marseille-P5165, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	[Erwinia] mediterraneensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
GCF_900626215.1_PRJEB24607_genomic_NZ_LR131106.1.region001	NZ_LR131106.1	Corynebacterium neomassiliense strain Marseille-P3888, whole genome shotgun sequence	NRP-siderophore.NRPS-like.NRPS	Others	Corynebacterium neomassiliense	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
GCF_900626215.1_PRJEB24607_genomic_NZ_LR131106.1.region003	NZ_LR131106.1	Corynebacterium neomassiliense strain Marseille-P3888, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Corynebacterium neomassiliense	Bacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
GCF_900637055.1_46837_E02_genomic_NZ_LR134338.1.region002	NZ_LR134338.1	Brevibacillus brevis strain NCTC2611 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Brevibacillus brevis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus
GCF_900637185.1_49867_H01_genomic_NZ_LR134352.1.region004	NZ_LR134352.1	Nocardia asteroides strain NCTC11293 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Nocardia asteroides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_900637185.1_49867_H01_genomic_NZ_LR134352.1.region005	NZ_LR134352.1	Nocardia asteroides strain NCTC11293 chromosome 1, complete sequence	terpene.NRPS.NRP-siderophore	Others	Nocardia asteroides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_900637185.1_49867_H01_genomic_NZ_LR134352.1.region006	NZ_LR134352.1	Nocardia asteroides strain NCTC11293 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Nocardia asteroides	Bacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
GCF_900637195.1_50279_F01_genomic_NZ_LR134356.1.region012	NZ_LR134356.1	Mycolicibacterium aurum strain NCTC10437 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Mycolicibacterium aurum	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900637195.1_50279_F01_genomic_NZ_LR134356.1.region013	NZ_LR134356.1	Mycolicibacterium aurum strain NCTC10437 chromosome 1, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycolicibacterium aurum	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900637205.1_50279_G01_genomic_NZ_LR134355.1.region007	NZ_LR134355.1	Mycolicibacterium chitae strain NCTC10485 chromosome 1, complete sequence	NRP-siderophore.NRPS.T1PKS	Others	Mycolicibacterium chitae	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium
GCF_900637545.1_51438_G01_genomic_NZ_LR134376.1.region003	NZ_LR134376.1	Aeromonas encheleia strain NCTC12917 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Aeromonas encheleia	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
GCF_900638065.1_55685_A01_genomic_NZ_LR134485.1.region003	NZ_LR134485.1	Citrobacter youngae strain NCTC13709 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Citrobacter youngae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii complex
GCF_900638135.1_56433_G01_genomic_NZ_LR134494.1.region006	NZ_LR134494.1	Serratia quinivorans strain NCTC13188 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Serratia quinivorans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_900638135.1_56433_G01_genomic_NZ_LR134494.1.region008	NZ_LR134494.1	Serratia quinivorans strain NCTC13188 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Serratia quinivorans	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
GCF_900638215.1_56553_A01_genomic_NZ_LR134501.1.region012	NZ_LR134501.1	Nocardiopsis dassonvillei strain NCTC10488 chromosome 1, complete sequence	NRP-siderophore.NRPS	Others	Nocardiopsis dassonvillei	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
GCF_900683595.1_53990_A01_genomic_NZ_CAACYD010000007.1.region004	NZ_CAACYD010000007.1	Gordonia paraffinivorans strain 3012STDY6756503, whole genome shotgun sequence	NRP-siderophore.NRPS.siderophore	Others	Gordonia paraffinivorans	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_901421005.1_39282_A01_genomic_NZ_CABDWD010000002.1.region002	NZ_CABDWD010000002.1	Raoultella ornithinolytica strain NCTC9164, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Raoultella ornithinolytica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
GCF_901421005.1_39282_A01_genomic_NZ_CABDWD010000002.1.region006	NZ_CABDWD010000002.1	Raoultella ornithinolytica strain NCTC9164, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Raoultella ornithinolytica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Raoultella
GCF_901542405.1_45296_E02_genomic_NZ_CABEIC010000002.1.region002	NZ_CABEIC010000002.1	Gordonia terrae strain NCTC10669, whole genome shotgun sequence	NRP-siderophore.NRPS.siderophore	Others	Gordonia terrae	Bacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia
GCF_901563875.1_SB3356_SG271_Ko3_genomic_NZ_CABEJC010000013.1.region001	NZ_CABEJC010000013.1	Klebsiella spallanzanii isolate SB3356, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Klebsiella spallanzanii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
GCF_902158635.1_SB6415_genomic_NZ_CABGGT010000012.1.region001	NZ_CABGGT010000012.1	Klebsiella pasteurii isolate SB6415, whole genome shotgun sequence	NRP-siderophore.NRPS.T1PKS	Others	Klebsiella pasteurii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
GCF_902164675.1_25426_7_101_genomic_NZ_LR607336.1.region001	NZ_LR607336.1	Klebsiella grimontii strain 4928STDY7071328 chromosome 1	NRP-siderophore.NRPS	Others	Klebsiella grimontii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella
GCF_902164725.1_25426_7_251_genomic_NZ_LR607338.1.region003	NZ_LR607338.1	Pseudescherichia vulneris strain 4928STDY7071515 chromosome 1	NRP-siderophore.NRPS	Others	Pseudescherichia vulneris	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia
GCF_902170305.1_IP38850_genomic_NZ_CABHWW010000028.1.region001	NZ_CABHWW010000028.1	Yersinia alsatica strain IP38850, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Yersinia alsatica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
GCF_902386985.1_UHGG_MGYG-HGUT-02423_genomic_NZ_CABMKO010000002.1.region001	NZ_CABMKO010000002.1	Pantoea septica isolate MGYG-HGUT-02423, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pantoea septica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
GCF_902459535.1_Paraburkholderia_sp_Msb3_genomic_NZ_LR699554.1.region005	NZ_LR699554.1	Paraburkholderia dioscoreae isolate PDMSB31 chromosome II	NRP-siderophore.NRPS	Others	Paraburkholderia dioscoreae	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia
GCF_902459555.1_LMG_31112_genomic_NZ_CABPSM010000009.1.region001	NZ_CABPSM010000009.1	Pandoraea horticolens strain LMG 31112, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea horticolens	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459565.1_LMG_31011_genomic_NZ_CABPSN010000001.1.region003	NZ_CABPSN010000001.1	Pandoraea aquatica strain LMG 31011, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea aquatica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459615.1_LMG_31010_genomic_NZ_CABPSA010000001.1.region003	NZ_CABPSA010000001.1	Pandoraea commovens strain LMG 31010, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea commovens	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459655.1_LMG_31108_genomic_NZ_CABPSB010000012.1.region001	NZ_CABPSB010000012.1	Pandoraea anhela strain LMG 31108, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea anhela	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459685.1_LMG_31009_genomic_NZ_CABPSF010000003.1.region002	NZ_CABPSF010000003.1	Pandoraea iniqua strain LMG 31009, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea iniqua	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459705.1_LMG_31013_genomic_NZ_CABPRU010000004.1.region001	NZ_CABPRU010000004.1	Pandoraea terrigena strain LMG 31013, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea terrigena	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459735.1_LMG_20602_genomic_NZ_CABPRV010000006.1.region001	NZ_CABPRV010000006.1	Pandoraea capi strain LMG 20602, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea capi	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459765.1_LMG_31117_genomic_NZ_CABPSP010000014.1.region001	NZ_CABPSP010000014.1	Pandoraea anapnoica strain LMG 31117, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea anapnoica	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902459775.1_LMG_31118_genomic_NZ_CABPSQ010000001.1.region001	NZ_CABPSQ010000001.1	Pandoraea captiosa strain LMG 31118, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Pandoraea captiosa	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea
GCF_902497555.1_ASM90249755v1_genomic_NZ_CABVGP010000004.1.region001	NZ_CABVGP010000004.1	Amycolatopsis camponoti strain A23, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Amycolatopsis camponoti	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
GCF_902498735.1_strain_DBB_genome_genomic_NZ_LR701292.1.region007	NZ_LR701292.1	Desulfoluna spongiiphila isolate Desulfoluna spongiiphila strain DBB, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Desulfoluna spongiiphila	Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoluna
GCF_902498775.1_MBHK15_assembly_genomic_NZ_LR701486.1.region001	NZ_LR701486.1	Marinobacter sp. EC-HK377 isolate MBHK15, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Marinobacter sp. EC-HK377	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
GCF_902498775.1_MBHK15_assembly_genomic_NZ_LR701486.1.region004	NZ_LR701486.1	Marinobacter sp. EC-HK377 isolate MBHK15, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Marinobacter sp. EC-HK377	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter
GCF_902498995.1_ASM90249899v1_genomic_NZ_CABVLY010000004.1.region001	NZ_CABVLY010000004.1	Burkholderia anthina isolate LMG 20980, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia anthina	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
GCF_902498995.1_ASM90249899v1_genomic_NZ_CABVLY010000006.1.region001	NZ_CABVLY010000006.1	Burkholderia anthina isolate LMG 20980, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia anthina	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
GCF_902499105.1_ASM90249910v1_genomic_NZ_CABVQD010000003.1.region001	NZ_CABVQD010000003.1	Burkholderia paludis isolate LMG 30113, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia paludis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
GCF_902499105.1_ASM90249910v1_genomic_NZ_CABVQD010000006.1.region001	NZ_CABVQD010000006.1	Burkholderia paludis isolate LMG 30113, whole genome shotgun sequence	NRP-siderophore.NRPS	Others	Burkholderia paludis	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
