ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","Oxygen tolerance"
156927,,"CCUG 67100, LMG 28801",1,"Streptococcus halichoeri subsp. hominis",254785.37,microaerophile
,,,,,GCA_009870745,
133156,HTS9,"DSM 101996, CGMCC 1.15532",1,"Streptococcus halotolerans",2675903323,"facultative anaerobe"
,,,,,GCA_001598035,
14842,126T,"DSM 19005, ATCC BAA 1484, CCUG 55776",1,"Streptococcus henryi",1123304.3,"facultative anaerobe"
,,,,,2518645609,microaerophile
,,,,,GCA_000376985,
133338,HTS2,"DSM 101997, CGMCC 1.15533",1,"Streptococcus himalayensis",1888195.14,"facultative anaerobe"
,,,,,2767802294,
,,,,,GCA_001708305,
,,,,,GCA_014643475,
14802,SHV515,"DSM 12219, LMG 14710, CCUG 37866, CIP 105517",1,"Streptococcus hyovaginalis",1123305.3,microaerophile
,,,,,2524614633,
,,,,,GCA_000420785,
14836,"S02-1108, 707-05","DSM 21677, ATCC BAA 1300, CCUG 52536, CIP 109618",1,"Streptococcus ictaluri",2512047073,aerobe
,,,,,764299.3,
,,,,,GCA_000188015,
14833,,"DSM 22957, CCUG 47831, CCUG 48464, NCIMB 700964 (formerly NCDO 964), NCIMB 700964, JCM 7889, CIP 108103, HDP 90246, NCDO 964",1,"Streptococcus infantarius subsp. coli",150055.112,microaerophile
,,,,,2928254298,
14832,,"NCIMB 700599, BR 6, DSM 22960, ATCC BAA 102, CCUG 43820, CIP 103233, HDP 90056, NCDO 599, NCFB 599, NCIMB 700599 (formerly NCDO 599)",1,"Streptococcus infantarius",102684.41,microaerophile
,,,,,471872.6,
14806,O-122,"DSM 12492, ATCC 700779, JCM 10157, CCUG 39817, LMG 18720, GTC 849, CCM 7373, CIP 105949",1,"Streptococcus infantis",2534682079,microaerophile
,,,,,649990007,
,,,,,889204.3,
,,,,,889204.5,
,,,,,AEVD00000000,
,,,,,AJTA00000000,
,,,,,GCA_000187465,
,,,,,GCA_000260755,
14732,"1877, VPI 3372A","DSM 20573, ATCC 27335, CIP 103248, CCUG 32759, NCTC 11324, CCUG 17827, JCM 12996, CECT 803, LMG 14510, LMG 17840, NCFB 2227, VPI 3372-A",1,"Streptococcus intermedius",1316583.3,microaerophile
,,,,,1338.42,
,,,,,2537561861,
,,,,,2541047048,
,,,,,GCA_000258445,
,,,,,GCA_000413475,
,,,,,GCA_900475975,
14848,MV1,"CCUG 66490, DSM 23027, CECT 7613",1,"Streptococcus lactarius",684066.7,anaerobe
,,,,,684066.8,"facultative aerobe"
,,,,,GCA_016642265,microaerophile
,,,,,GCA_018127725,
130708,,"DSM 27382, JCM 19287, CCUG 70865, NUM 6304",1,"Streptococcus loxodontisalivarius",1349415.3,microaerophile
,,,,,2901175613,
,,,,,GCA_016908645,
14733,25-1,"CCUG 27653, DSM 20724, ATCC 35911, NCTC 11558",1,"Streptococcus macacae",2512047074,microaerophile
,,,,,2917313891,
,,,,,764298.3,
,,,,,764298.7,
,,,,,GCA_000187995,
,,,,,GCA_900459485,
14835,M54/01/1,"DSM 18627, CCUG 48494, CIP 108309",1,"Streptococcus marimammalium",1123306.3,"facultative anaerobe"
,,,,,2515154020,microaerophile
,,,,,GCA_000380045,
133203,HTS5,"DSM 101995, CGMCC 1.15534",1,"Streptococcus marmotae",2687453179,"facultative anaerobe"
,,,,,GCA_001623565,
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,"Streptococcus massiliensis",1123307.3,anaerobe
,,,,,1194208.3,"facultative anaerobe"
,,,,,2515154013,microaerophile
,,,,,2551306662,
,,,,,GCA_000341525,
,,,,,GCA_000380065,
14844,WUE3771,"DSM 19192, CCUG 54871",1,"Streptococcus merionis",1123308.3,"facultative anaerobe"
,,,,,2515154010,microaerophile
,,,,,GCA_000380085,
14825,,"DSM 17118, CCUG 47487, LMG 21734",1,"Streptococcus minor",1123309.3,aerobe
,,,,,2519103182,microaerophile
,,,,,GCA_000377005,
14734,"NS 51, SK142","DSM 12643, ATCC 49456, JCM 12971, KCTC 13047, NCTC 12261, CCM 7411, CCUG 31611, CCUG 35790, CIP 103335, KCTC 3556, LMG 14557, NBRC 106071, NCIMB 13770",1,"Streptococcus mitis",246201.6,microaerophile
,,,,,28037.1427,
,,,,,28037.260,
,,,,,28037.464,
,,,,,648276735,
,,,,,GCA_000148585,
,,,,,GCA_002014755,
,,,,,GCA_019929505,
,,,,,GCA_900459425,
153439,,"CCUG 49591",0,"Streptococcus mitis",1860161.3,microaerophile
,,,,,GCA_001650315,
156293,,"CCUG 61082",0,"Streptococcus mitis",28037.262,microaerophile
,,,,,GCA_002014875,
156625,,"CCUG 63687",0,"Streptococcus mitis",28037.261,microaerophile
,,,,,GCA_002014795,
157173,,"CCUG 70037",0,"Streptococcus mitis",GCA_020640935,microaerophile
132929,"Vandamme R-51048, Zaïna MR-1933","DSM 105143, CCMM B831, LMG 27682, CCUG 68479",1,"Streptococcus moroccensis",2926467293,microaerophile
14736,,"DSM 20523, ATCC 25175, IFO 13955, NBRC 13955, NCDO 2062, NCTC 10449, JCM 5705, BCRC 10793, BIOTECH 10528, CCM 6067, CCUG 11877, CCUG 17824, CCUG 6519, CECT 479, CIP 103220, HAMBI 1519, KCTC 3065, LMG 13654, LMG 14558, NCIMB 702062, VTT E-011803",1,"Streptococcus mutans",1123310.3,microaerophile
,,,,,1257041.3,
,,,,,1309.126,
,,,,,1309.175,
,,,,,1309.467,
,,,,,2515154132,
,,,,,2534682100,
,,,,,AP019720,
,,,,,GCA_000347875,
,,,,,GCA_000375505,
14735,"LRA 28 02 81","DSM 6178, ATCC 35668, CCUG 35176",0,"Streptococcus mutans",1309.468,microaerophile
141871,,"CCUG 7976, NCTC 10232",0,"Streptococcus oralis",1303.741,microaerophile
,,,,,GCA_901543815,
152644,,"CCUG 47273",0,"Streptococcus oralis",1008452.3,microaerophile
156549,,"CCUG 62648",0,"Streptococcus oralis",1303.90,microaerophile
,,,,,2744054847,
,,,,,GCA_001639395,
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,"Streptococcus oralis subsp. dentisani",1303.919,"facultative anaerobe"
,,,,,GCA_000382825,microaerophile
24611,"7746, Str. 7746","DSM 27089, CECT 8313",0,"Streptococcus oralis subsp. dentisani",1303.918,microaerophile
14740,"LVG/l, PB182","DSM 20627, ATCC 35037, KCTC 13048, NCTC 11427, NBRC 113011, JCM 12997, CCUG 13229, CCUG 24891, CCUG 25610, CECT 907, CIP 102922, LMG 14532, KCTC 3285",1,"Streptococcus oralis",1303.137,microaerophile
,,,,,1303.89,
,,,,,1303.920,
,,,,,2744054846,
,,,,,2872627392,
,,,,,647000325,
,,,,,648276739,
,,,,,655813.19,
,,,,,655813.3,
,,,,,655813.4,
140138,M8,"CCUG 70868, DSM 100101, JCM 30719",1,"Streptococcus oricebi",1547447.3,"facultative anaerobe"
,,,,,GCA_017883985,microaerophile
14815,A63,"DSM 15617, ATCC 700640, CCUG 43577, CIP 106965",1,"Streptococcus orisratti",1123311.3,microaerophile
,,,,,2515154108,
,,,,,GCA_000380105,
14820,S369-98-1,"DSM 16829, CCUG 39485, CIP 107097, LMG 19174",1,"Streptococcus ovis",1123312.3,microaerophile
,,,,,2515154025,
,,,,,GCA_000380125,
157127,,"CCUG 69612, CECT 9179",1,"Streptococcus ovuberis",1936207.3,"facultative anaerobe"
,,,,,GCA_012396585,microaerophile
140137,,"DSM 29921, JCM 30579, CCUG 70867, TKU 50",1,"Streptococcus panodentis",1581472.3,microaerophile
,,,,,GCA_017884005,
14792,"SS 898","CCUG 30417, LMG 14537, KCTC 15406, DSM 6778, ATCC 15912, CIP 13046, CIP 104372, KCTC 13046",1,"Streptococcus parasanguinis",650716089,microaerophile
,,,,,760570.3,
,,,,,GCA_000164675,
143692,,"CCUG 21026, ATCC 903",0,"Streptococcus parasanguinis",649990009,microaerophile
,,,,,888048.3,
,,,,,GCA_000187505,
130711,SUT-286,"DSM 29126, JCM 30273",1,"Streptococcus parasuis",2928335100,microaerophile
158794,,"CECT 8596, DSM 26545, CAIM 1838",1,"Streptococcus penaeicida",1765960.3,"facultative anaerobe"
,,,,,GCA_002887775,
14807,O-66,"CCUG 39814, GTC 848, DSM 12493, ATCC 700780, JCM 10158, CCM 7374, CIP 105950, LMG 18719",1,"Streptococcus peroris",649990011,microaerophile
,,,,,888746.3,
,,,,,AEVF00000000,
,,,,,GCA_000187585,
14826,MM9889a,"DSM 17475, NCTC 13122, CCUG 46377",1,"Streptococcus constellatus subsp. pharyngis",1035184.3,microaerophile
,,,,,1035184.5,
,,,,,2512047071,
,,,,,2602041609,
,,,,,76860.29,
,,,,,GCA_000223295,
,,,,,GCA_000474135,
156899,,"CCUG 66496, CECT 8754",1,"Streptococcus cuniculipharyngis",1562651.3,microaerophile
,,,,,GCA_007859195,
14817,8399H1,"DSM 15635, ATCC 51973, CCUG 35103, LMG 16735, NCTC 12719, SVL 8399 H1",1,"Streptococcus phocae",119224.3,aerobe
,,,,,2645727566,microaerophile
,,,,,GCA_001302265,
24612,C-4,"DSM 24768, CECT 7921",1,"Streptococcus phocae subsp. salmonis",1000562.3,microaerophile
,,,,,2627853798,
,,,,,GCA_000772915,
14843,1956-02,"CCUG 55064, DSM 22810, CCUG 52972, CECT 7308",1,"Streptococcus plurextorum",1123314.3,"facultative anaerobe"
,,,,,2522572191,microaerophile
,,,,,GCA_000423745,
14749,"SV 1","DSM 20566, ATCC 33400, NCTC 7465, CCUG 28588, LMG 14545",1,"Streptococcus pneumoniae",1313.6914,microaerophile
,,,,,1313.9967,
,,,,,1313.9968,
,,,,,2663763358,
,,,,,GCA_001457635,
,,,,,GCA_001679515,
,,,,,GCA_001679535,
14742,665,"DSM 11865",0,"Streptococcus pneumoniae",1313.38070,microaerophile
14745,D219,"DSM 11868",0,"Streptococcus pneumoniae",2718218239,microaerophile
,,,,,GCA_001677235,
14747,,"DSM 14377, ATCC 6303, CCUG 33062, CIP 104225",0,"Streptococcus pneumoniae",1313.13854,microaerophile
14748,,"CCUG 33774, CCM 4502, DSM 14378, ATCC 6305",0,"Streptococcus pneumoniae",1313.13970,microaerophile
,,,,,1313.9543,
,,,,,2744054567,
,,,,,GCA_001637465,
,,,,,GCA_001999365,
14750,"Jorgensen 262","DSM 24048, ATCC 49619, CCM 4501, CCUG 33638, DSM 11967, LMG 15155",0,"Streptococcus pneumoniae",1313.16298,microaerophile
,,,,,GCA_003966485,
148352,,"CCUG 35272",0,"Streptococcus pneumoniae",1313.9542,aerobe
,,,,,2744054566,anaerobe
,,,,,GCA_001637415,microaerophile
156586,,"CCUG 63093",0,"Streptococcus pneumoniae",1313.13974,microaerophile
,,,,,GCA_002016615,
156622,,"CCUG 63665",0,"Streptococcus pneumoniae",1313.9806,microaerophile
,,,,,2744054864,
,,,,,GCA_001642845,
157076,,"CCUG 69380, ATCC 700670",0,"Streptococcus pneumoniae",1313.13972,microaerophile
,,,,,GCA_002014095,
157077,,"CCUG 69381, ATCC 700671",0,"Streptococcus pneumoniae",1313.13971,microaerophile
,,,,,453363.4,
,,,,,GCA_002014075,
157078,,"CCUG 69382, ATCC 51916",0,"Streptococcus pneumoniae",1313.13973,microaerophile
,,,,,GCA_002014115,
14845,2923-03,"DSM 23759, CCUG 55896, CECT 7374",1,"Streptococcus porci",1123315.3,"facultative anaerobe"
,,,,,2523533542,microaerophile
,,,,,GCA_000423765,
14752,176,"DSM 20725, ATCC 43138, NCTC 10999",1,"Streptococcus porcinus",1340.4,microaerophile
,,,,,2808606634,
,,,,,GCA_900475415,
24603,"682-03 = 682/03","DSM 28302, CCUG 58479, CECT 7593",1,"Streptococcus porcorum",2928214140,microaerophile
14831,"O 108","DSM 18670, ATCC BAA 960, CCUG 49455, CIP 108659",1,"Streptococcus pseudopneumoniae",2531839346,microaerophile
,,,,,889205.9,
,,,,,GCA_000257825,
,,,,,GCA_002087075,
152689,,"CCUG 47366",0,"Streptococcus pseudopneumoniae",257758.668,microaerophile
,,,,,GCA_011714955,
153756,,"CCUG 50866",0,"Streptococcus pseudopneumoniae",257758.717,anaerobe
,,,,,GCA_019456755,
153757,,"CCUG 50867",0,"Streptococcus pseudopneumoniae",257758.716,anaerobe
,,,,,GCA_019456735,
153758,,"CCUG 50868",0,"Streptococcus pseudopneumoniae",257758.667,anaerobe
,,,,,257758.718,
,,,,,GCA_011714915,
,,,,,GCA_019456715,
153759,,"CCUG 50869",0,"Streptococcus pseudopneumoniae",257758.720,anaerobe
,,,,,GCA_019456815,
153760,,"CCUG 50870",0,"Streptococcus pseudopneumoniae",257758.721,microaerophile
,,,,,GCA_019456855,
153761,,"CCUG 50871",0,"Streptococcus pseudopneumoniae",257758.666,anaerobe
,,,,,GCA_011714925,
156394,,"CCUG 61551",0,"Streptococcus pseudopneumoniae",257758.665,microaerophile
,,,,,GCA_011714895,
156548,,"CCUG 62647",0,"Streptococcus pseudopneumoniae",257758.50,microaerophile
,,,,,GCA_002014925,
156629,,"CCUG 63747",0,"Streptococcus pseudopneumoniae",257758.51,anaerobe
,,,,,GCA_002014955,microaerophile
156640,,"CCUG 63793",0,"Streptococcus pseudopneumoniae",257758.663,microaerophile
,,,,,GCA_011714835,
156676,,"CCUG 64062",0,"Streptococcus pseudopneumoniae",257758.664,microaerophile
,,,,,GCA_011714855,
14758,"SF 130, T1","DSM 20565, ATCC 12344, NCTC 8198, JCM 5674, BCRC 14758, CCUG 12701, CCUG 4207, CECT 985, CGMCC 1.8868, CIP 56.41, NCDO 2381, NCDO 2726, NCIMB 11841",1,"Streptococcus pyogenes",1123316.3,microaerophile
,,,,,1314.2404,
,,,,,1314.433,
,,,,,1314.470,
,,,,,1314.951,
,,,,,2523533626,
,,,,,GCA_000421785,
,,,,,GCA_001982785,
,,,,,GCA_002055535,
,,,,,GCA_004028355,
14757,,"DSM 11728, ATCC 19615, CIP 104226, CCUG 33061",0,"Streptococcus pyogenes",1314.168,microaerophile
,,,,,1314.2457,
,,,,,1314.432,
,,,,,GCA_000743015,
,,,,,GCA_001982765,
,,,,,GCA_008868255,
135305,,"CIP 56.47, IMET 3024, NCTC 8302, CCUG 12706",0,"Streptococcus pyogenes",1314.898,microaerophile
,,,,,GCA_900636725,
136609,,"CIP 56.45, NCTC 8326, CCUG 11875",0,"Streptococcus pyogenes",1314.743,microaerophile
,,,,,2909170855,
,,,,,GCA_900475115,
14763,FA1,"DSM 20564, ATCC 19645",1,"Streptococcus ratti",699248.3,microaerophile
,,,,,699248.4,
,,,,,GCA_000286075,
,,,,,GCA_000347915,
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,"Streptococcus respiraculi",2825541525,"facultative anaerobe"
,,,,,GCA_003595525,
24609,"beta 112/2b","DSM 26920, LMG 27207, CCUG 66516",1,"Streptococcus rubneri",1234680.3,"facultative anaerobe"
,,,,,1234680.7,microaerophile
,,,,,GCA_004785935,
,,,,,GCA_016642415,
140411,GUT-187,"DSM 104980, JCM 31869",1,"Streptococcus ruminantium",2880287480,aerobe
,,,,,AP018400,
24604,2777-2-07,"DSM 28303, CCUG 59652, CECT 7718",1,"Streptococcus rupicaprae",2928216081,microaerophile
14765,275,"DSM 20560, ATCC 7073, NCTC 8618, JCM 5707, BCRC 17388, CCM 4046, CCUG 11878, CCUG 17825, CCUG 50207, CECT 805, CIP 102503, HAMBI 1716, LMG 11489, NCFB 1779, NCIMB 701779",1,"Streptococcus salivarius",1304.1712,microaerophile
,,,,,1304.173,
,,,,,1304.213,
,,,,,1304.426,
,,,,,2684623183,
,,,,,2687453658,
,,,,,CP009913,
,,,,,FRCU00000000,
,,,,,GCA_000785515,
,,,,,GCA_019972895,
14786,"(B of R)","CCUG 21957, LMG 6896, CCTM 3104, DSM 20617, ATCC 19258, NCDO 573, NCIB 8510, WDCM 00134, JCM 17834, BCRC 13869, CECT 986, CIP 102303, GIFU 8593, KCTC 3658, LMG 13102, NCIMB 8510, NRIC 0256, VTT E-96665",1,"Streptococcus salivarius subsp. thermophilus",1308.1093,aerobe
,,,,,1308.1519,microaerophile
,,,,,1308.965,
,,,,,GCA_004354505,
,,,,,GCA_010120595,
,,,,,GCA_019972875,
,,,,,PRKU00000000,
130709,,"CCUG 70866, DSM 27513, JCM 19288, NUM 6306",1,"Streptococcus saliviloxodontae",1349416.3,microaerophile
,,,,,2901177780,
,,,,,GCA_016908655,
14767,,"DSM 20567, ATCC 10556, JCM 5708, CCUG 17826, CECT 480, CIP 55.128, KCTC 3284, LMG 14702, NCFB 2064, NCIMB 702064, NCTC 7863",1,"Streptococcus sanguinis",1305.147,microaerophile
,,,,,888807.3,
,,,,,888807.6,
,,,,,GCA_000194945,
,,,,,GCA_001593525,
,,,,,GCA_900475505,
144542,,"CCUG 25605, LMG 14657",0,"Streptococcus sanguinis",888811.3,aerobe
155782,,"CCUG 59319",0,"Streptococcus sanguinis",888808.3,microaerophile
155783,,"CCUG 59320",0,"Streptococcus sanguinis",888810.3,microaerophile
155784,,"CCUG 59322",0,"Streptococcus sanguinis",888813.3,microaerophile
155786,,"CCUG 59324",0,"Streptococcus sanguinis",888815.3,microaerophile
155787,,"CCUG 59325",0,"Streptococcus sanguinis",888816.3,microaerophile
155788,,"CCUG 59326",0,"Streptococcus sanguinis",888817.3,microaerophile
155789,,"CCUG 59327",0,"Streptococcus sanguinis",888818.3,microaerophile
155790,,"CCUG 59328",0,"Streptococcus sanguinis",888819.3,microaerophile
155791,,"CCUG 59329",0,"Streptococcus sanguinis",888820.3,microaerophile
155792,,"CCUG 59330",0,"Streptococcus sanguinis",888821.3,microaerophile
155793,,"CCUG 59331",0,"Streptococcus sanguinis",888822.3,microaerophile
155794,,"CCUG 59332",0,"Streptococcus sanguinis",888823.3,microaerophile
155795,,"CCUG 59333",0,"Streptococcus sanguinis",888824.3,microaerophile
14769,SL1,"DSM 20742, ATCC 33478, CCM 6070, CCUG 25735, CAPM 6070",1,"Streptococcus sobrinus",1123317.3,microaerophile
,,,,,1123317.4,
,,,,,1123317.5,
,,,,,2526164737,
,,,,,2534682312,
,,,,,2563366731,
,,,,,GCA_000347935,
,,,,,GCA_000439045,
,,,,,GCA_000686605,
,,,,,GCA_003172995,
14796,S735,"DSM 9682, ATCC 43765, CCUG 7984, NCTC 10234",1,"Streptococcus suis",1184252.3,aerobe
,,,,,1307.2047,anaerobe
,,,,,2917285515,microaerophile
,,,,,GCA_000294495,
,,,,,GCA_900475585,
14797,"Field 48","DSM 9683, CCUG 7985, NCDO 2644, NCTC 10237",0,"Streptococcus suis",1307.2225,microaerophile
,,,,,GCA_901543625,
14798,"T 639","DSM 9684, CCUG 7986, NCTC 10446",0,"Streptococcus suis",1307.2417,microaerophile
,,,,,GCA_000440835,
,,,,,GCA_901543985,
14804,S69,"DSM 12221, LMG 13593",1,"Streptococcus thoraltensis",1123318.3,microaerophile
,,,,,2515154195,
,,,,,GCA_000380145,
14787,,"DSM 20569, ATCC 19436, CCUG 17930, JCM 5709, NCDO 2038, NCTC 3858, BCRC 12579, CCUG 27579, CECT 994, CIP 103219, LMG 9465, NCIMB 702038",1,"Streptococcus uberis",1349.243,microaerophile
,,,,,2870424623,
,,,,,GCA_900475595,
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,"Streptococcus ursoris",648567.3,anaerobe
,,,,,GCA_012843165,"facultative anaerobe"
,,,,,JABASA000000000,microaerophile
14794,MM1,"CCUG 24893, CIP 103363, LMG 13516, CCM 7438, BCRC 14734, KCTC 3650, DSM 5636, ATCC 49124, NCTC 12166",1,"Streptococcus vestibularis",649990016,microaerophile
,,,,,889206.3,
,,,,,GCA_000188295,
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,"Streptohalobacillus salinus",2770939513,"facultative anaerobe"
,,,,,621096.3,microaerophile
,,,,,GCA_003201605,
24259,12A09,"DSM 45927, CCTCC AB 2013140, KCTC 29145",1,"Streptomonospora nanhaiensis",1323731.3,aerobe
,,,,,2856464816,
,,,,,GCA_013410565,
158532,RCU-197,"JCM 30864, TISTR 2208, PCU 342, DSM 111126",1,"Streptomyces actinomycinicus",GCA_016741775,aerobe
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,"Streptomyces adustus",1609272.3,aerobe
,,,,,GCA_009377175,
24619,,"DSM 42133, CGMCC 4.5739, NBRC 108211, TRM 46012",1,"Streptomyces aidingensis",2675903061,aerobe
,,,,,910347.3,
,,,,,GCA_900112355,
166321,,"CCTCC AA 2018085, KCTC 49272, TRM 68295",1,"Streptomyces albicerus",VWMY00000000,aerobe
14892,,"DSM 40233, ATCC 23899, CBS 210.27, CBS 795.68, CUB 100, IFO 12854, ISP 5233, JCM 4357, NBRC 12854, RIA 1173, CCUG 11110, BCRC 12067, CGMCC 4.1658, KACC 20100, LMG 8571, NCAIM B.02135, NCIMB 9798, NRRL B-2812, PCM 2324, VKM Ac-738, VTT E-001625",0,"Streptomyces albidoflavus",1886.40,aerobe
,,,,,GCA_004195775,
,,,,,GCA_020521315,
,,,,,PKLQ00000000,
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,"Streptomyces alfalfae",GCA_004127445,aerobe
,,,,,GCA_004212445,
16453,D65,"DSM 42036, CGMCC 4.3510, NRRL B-24611, JCM 16122",1,"Streptomyces alni",2667527403,aerobe
,,,,,380248.4,
,,,,,FONG00000000,
,,,,,GCA_900112845,
159629,HST21,"DSM 107267, CECT 9647",1,"Streptomyces altiplanensis",GCA_003719395,aerobe
,,,,,RHMC00000000,
16460,9-9,"DSM 41943, CGMCC 4.5510, MCCC 1A01535, JCM 16801, NRRL B-24776",1,"Streptomyces avicenniae",JOEK00000000,aerobe
15040,MA-833,"DSM 40526, ATCC 27419, CBS 730.72, IFO 13429, ISP 5526, NBRC 13429, NRRL 3077, RIA 1390, CCUG 54639, NCIMB 11996, JCM 4726, BCRC 13384, CGMCC 4.1583, IMET 43538, KCTC 9757, MTCC 1808, PCM 2342, VKM Ac-1074",1,"Streptomyces avidinii",1895.6,aerobe
,,,,,1895.8,
,,,,,2913541555,
,,,,,GCA_014650695,
,,,,,GCA_017874515,
131438,11A07,"DSM 42125, CCTCC AA 2013020, JCM 19630, KCTC 29263",1,"Streptomyces bohaiensis",1431344.3,aerobe
,,,,,GCA_012033785,
166390,YC537,"KCTC 39750, DSM 102303",1,"Streptomyces boluensis",GCA_009908195,aerobe
,,,,,JAAAHS000000000,
16491,BK160,"DSM 42059, KACC 21093, NCIMB 14702",1,"Streptomyces brevispora",2818991477,aerobe
,,,,,887462.3,
,,,,,GCA_007829885,
164410,ZFG47,"JCM 32897, CICC 11050",1,"Streptomyces cadmiisoli",2875367630,aerobe
,,,,,CP030073,
,,,,,GCA_003261055,
132630,2H-TWYE14,"DSM 100523, CGMCC 4.7275",1,"Streptomyces camponoticapitis",1616125.3,aerobe
,,,,,GCA_014646115,
158362,1H-SSA4,"DSM 104537, CGMCC 4.7403",1,"Streptomyces capitiformicae",2014920.5,aerobe
,,,,,2873196663,
,,,,,GCA_002214185,
,,,,,GCA_014653855,
23302,RC1830,"DSM 42072, JCM 18411",1,"Streptomyces chilikensis",LWCC00000000,aerobe
158386,JS360,"DSM 101724, NCCB 100590",1,"Streptomyces cinnabarigriseus",2582581601,aerobe
166187,MK-45,"CICC 11045, KCTC 49099",1,"Streptomyces cyaneochromogenes",2857074237,aerobe
,,,,,CP034539,
,,,,,GCA_003963535,
163941,Z022,"JCM 31053, CGMCC 4.7273",1,"Streptomyces dangxiongensis",CP033073,aerobe
,,,,,NZ_CP033073.1,
140909,NEAU-ZJC8,"CGMCC 4.7178, JCM 30057, DSM 111118",1,"Streptomyces daqingensis",1472640.3,aerobe
,,,,,GCA_014645895,
158385,,"DSM 101723, JCM 4913",1,"Streptomyces davaonensis",1214101.16,aerobe
,,,,,1214101.3,
,,,,,2561511188,
,,,,,GCA_000349325,
,,,,,HE971709,
158423,NEAU-S1GS20,"DSM 104538, CCTCC AA 2017006",1,"Streptomyces durbertensis",2448886.3,aerobe
,,,,,GCA_014156695,
164255,TW1S1,"JCM 32404, KCTC 49013",1,"Streptomyces fodineus",CP017248,aerobe
,,,,,GCA_001735805,
15209,145,"DSM 43154, ATCC 19345, JCM 3101, KCC A-0101, RIA 884, BCRC 12344, CBS 639.66, CGMCC 4.1909, CMI 117720, IFO 12999, NBRC 12999, NCIMB 11004, NRRL B-3856",1,"Streptomyces fumigatiscleroticus",66371.3,aerobe
,,,,,GCA_014647975,
133306,m16,"CGMCC 4.7110, KCTC 29195",1,"Streptomyces fuscichromogenes",1324013.3,aerobe
,,,,,GCA_014645815,
16410,"FXJ 14","DSM 41867, AS 4.1858, JCM 12278, LMG 22082, NBRC 100913, CGMCC 4.1858, NRRL B-24320",1,"Streptomyces glauciniger",235986.3,aerobe
,,,,,2671180020,
,,,,,FZOF00000000,
,,,,,GCA_900188405,
16429,701,"DSM 41944, CGMCC 4.2022, JCM 13274, CIP 109258, NBRC 102070",1,"Streptomyces guanduensis",2667527439,aerobe
,,,,,310781.4,
,,,,,FNIE00000000,
,,,,,GCA_900103985,
16427,,"DSM 41900, YIM 47672, CCTCC AA 205017, JCM 15129",1,"Streptomyces hainanensis",2866725952,aerobe
,,,,,402648.3,
,,,,,GCA_004348415,
,,,,,SMKI00000000,
23303,NEAU-Da3,"DSM 42076, CGMCC 4.7047",1,"Streptomyces harbinensis",1176198.3,aerobe
,,,,,2675903139,
,,,,,GCA_900116145,
159625,HST28,"DSM 107268, CECT 9648",1,"Streptomyces huasconensis",2866435396,aerobe
,,,,,GCA_004010275,
,,,,,RBWT00000000,
16476,"FH 8121, OU-40","DSM 42074, CCTCC AA 209024, JCM 17657, PCM 2692",1,"Streptomyces hyderabadensis",GCA_020404845,aerobe
158473,NEAU-D10,"DSM 106197, CGMCC 4.7469",1,"Streptomyces inhibens",2862256214,aerobe
,,,,,GCA_003389455,
,,,,,QUAC00000000,
16471,"35, HM 35","DSM 41954, CCUG 57623, JCM 17327",1,"Streptomyces iranensis",2913549288,aerobe
,,,,,576784.4,
,,,,,576784.8,
,,,,,GCA_017874715,
132826,G25,"DSM 101878, LMG 29545, NCCB 100603",1,"Streptomyces jeddahensis",2744054525,aerobe
,,,,,GCA_001642995,
16409,"FXJ 46","DSM 41866, AS 4.1859, JCM 12279, CGMCC 4.1859, NBRC 102068",1,"Streptomyces jietaisiensis",235987.5,aerobe
,,,,,2667527442,
,,,,,FNAX00000000,
,,,,,GCA_900102095,
130725,S2704,"DSM 42104, KCTC 29202",1,"Streptomyces klenkii",1420899.3,aerobe
,,,,,2867332405,
,,,,,GCA_003626645,
16407,VK-A60,"DSM 41864, JCM 14915, KCCM 10555, NBRC 100598, NCIMB 14342",1,"Streptomyces koyangensis",CP031742,aerobe
131989,NEAU-ML8,"DSM 101986, CGMCC 4.7323",1,"Streptomyces kronopolitis",1612435.3,aerobe
,,,,,GCA_014646275,
133232,Z1027,"CGMCC 4.7272, JCM 31054, DSM 111125",1,"Streptomyces lacrimifluminis",1500077.3,aerobe
,,,,,GCA_014646095,
133105,3H-HV17(2),"CGMCC 4.7349, DSM 103124",1,"Streptomyces lasiicapitis",1923961.3,aerobe
,,,,,GCA_014646335,
16473,Sp080513GE-26,"DSM 41968, NBRC 105047",1,"Streptomyces marinus",2870579115,aerobe
,,,,,582855.3,
16012,,"DSM 41925, CCTCC AA 208005, KCTC 19400, SCSIO 01066, JCM 16226, DSM 104449",1,"Streptomyces nanshensis",LJGX00000000,aerobe
133581,OU-63,"CCTCC AA 209025, PCM 2690, JCM 17656",1,"Streptomyces osmaniensis",2768067.3,aerobe
,,,,,GCA_018596355,
